Hotel Name,Price,Review Score (/10),Hotel URL,Description,Latitude,Longitude,Distance (km)
Hilton Cairo Grand Nile,510,8.0,https://www.booking.com/hotel/eg/grand-nile-tower.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCvZOB0AbAAgHSAiRhZTU2NGNkNC0yMjlhLTQ0OGQtODMwYS00YTM4ZGYzYmEyMzDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=b1e63f9e459208e3&srepoch=1778403775&all_sr_blocks=34835850_404461051_2_2_0&highlighted_blocks=34835850_404461051_2_2_0&matching_block_id=34835850_404461051_2_2_0&sr_pri_blocks=34835850_404461051_2_2_0__51000&from_sustainable_property_sr=1&from=searchresults,"Luxurious rooms and suites offer views across the River Nile at Hiton Cairo Grand Nile. The wellness center also overlooks the Nile and the hotel features 7 restaurants and an outdoor pool.

The elegantly decorated rooms and suites at Hiton Cairo Grand Nile come with a work desk, satellite TV and mini-bar. Each offers a modern bathroom stocked with amenities and a hairdryer.

Guests can enjoy views of the Nile from the revolving restaurant, which serves International dishes. Japanese, Indian and Italian cuisine are also available, and live entertainment is organized regularly on the hotel’s private yacht.

Guests can work out in the gym or enjoy a warm hot-tub session. It is also possible to relax on the waterfront terrace or to visit the hotel’s Galleria shopping and entertainment center. The property offers a supervised kid's club offering activities for children.

Cairo International Airport is 12 mi from the property. The Egyptian Museum is a 15-minute walk away. | Couples in particular like the location – they rated it 9.0 for a two-person trip. | Distance in property description is calculated using © OpenStreetMap | We have an instant answer to most questions | Children of all ages are welcome. | Children 18 and above will be charged as adults at this property.",30.033832659772507,31.227006912231445,1.44
N/A,N/A,N/A,N/A,N/A,,,N/A
Ramses Hilton Hotel & Casino,N/A,8.5,https://www.booking.com/hotel/eg/ramses-hilton.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCvZOB0AbAAgHSAiRhZTU2NGNkNC0yMjlhLTQ0OGQtODMwYS00YTM4ZGYzYmEyMzDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=b1e63f9e459208e3&srepoch=1778403779&all_sr_blocks=4786423_274559468_2_42_0&highlighted_blocks=4786423_274559468_2_42_0&matching_block_id=4786423_274559468_2_42_0&sr_pri_blocks=4786423_274559468_2_42_0__50575&from_sustainable_property_sr=1&from=searchresults,"Overlooking the Nile River and just a 5-minute walk from the Cairo Museum, the Ramses Hilton features an elevated pool terrace heated in the winter, an on-site casino and gym. Guest rooms feature balconies offering Nile or panoramic city views.

All air-conditioned rooms are spacious and feature warm decoration. They come furnished with sofa and chairs and a work desk. There is also satellite flat-screen TV, a safe box and an alarm clock. Some rooms also feature panoramic views of the Nile River.

An array of international cuisines along with evening entertainment are available for guests at Ramses Hilton to enjoy. Ranging from Mediterranean specialties to traditional English cuisine at the Sherlock Holmes Pub. Namaste Indian Restaurant offers a delicious authentic Indian cuisine. An oriental café, Garden Court operates daily with live evening entertainment. And OPIA Lounge and Bar features panoramic views.

Cairo International Airport is 15 miles away and an airport transfer to the hotel is available (at a charge). | Couples in particular like the location – they rated it 9.1 for a two-person trip. | Distance in property description is calculated using © OpenStreetMap | We have an instant answer to most questions | Children of all ages are welcome. | Children 18 and above will be charged as adults at this property.",30.05016474580847,31.232006549835205,0.73
Glow Pyramids View Hotel,140,9.1,https://www.booking.com/hotel/eg/glow-pyramids-view-al-haram.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCvZOB0AbAAgHSAiRhZTU2NGNkNC0yMjlhLTQ0OGQtODMwYS00YTM4ZGYzYmEyMzDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=b1e63f9e459208e3&srepoch=1778403779&all_sr_blocks=1584825004_429607787_3_41_0&highlighted_blocks=1584825004_429607787_3_41_0&matching_block_id=1584825004_429607787_3_41_0&sr_pri_blocks=1584825004_429607787_3_41_0__14000&from=searchresults,"Comfortable Accommodations: Glow Pyramids View Hotel in Cairo offers family rooms with air-conditioning, private bathrooms, and modern amenities. Each room includes a work desk, mini-bar, and free WiFi, ensuring a pleasant stay.

Dining Experience: The hotel features a family-friendly restaurant serving American, barbecue grill, and halal cuisines. Guests can enjoy breakfast with continental, American, buffet, and Italian options, including vegetarian and vegan choices.

Convenient Facilities: The hotel provides a hot tub, 24-hour front desk, and free on-site private parking. Additional amenities include a paid airport shuttle service, room service, and free toiletries.

Local Attractions: Located 1.5 mi from Giza Pyramids and 19 mi from Sphinx International Airport, the hotel is a short walk from the Great Sphinx and near other landmarks such as Cairo Tower and The Egyptian Museum.",29.9832777764365,31.1399112460443,11.46
Alivia Scarab Pyramids View,74,9.7,https://www.booking.com/hotel/eg/alivia-pyramids-view.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCvZOB0AbAAgHSAiRhZTU2NGNkNC0yMjlhLTQ0OGQtODMwYS00YTM4ZGYzYmEyMzDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=b1e63f9e459208e3&srepoch=1778403779&all_sr_blocks=1592012801_430268712_2_41_0&highlighted_blocks=1592012801_430268712_2_41_0&matching_block_id=1592012801_430268712_2_41_0&sr_pri_blocks=1592012801_430268712_2_41_0__7425&from=searchresults,"Comfortable Accommodations: Alivia Scarab Pyramids View in Cairo offers family rooms with air-conditioning, private bathrooms, and modern amenities. Each room includes a tea and coffee maker, mini-bar, and free WiFi.

Dining Experience: Guests can enjoy a family-friendly restaurant serving American, barbecue grill, and traditional cuisines. Breakfast options include continental, American, buffet, and full English/Irish. The bar provides a relaxing atmosphere for evening drinks.

Convenient Facilities: The hotel features a garden, terrace, restaurant, bar, and free on-site private parking. Additional services include a paid airport shuttle, 24-hour front desk, room service, and free WiFi throughout the property.

Prime Location: Located 19 mi from Sphinx International Airport, the hotel is a short walk from the Great Sphinx and 0.8 mi from the Giza Pyramids. Nearby attractions include the Grand Egyptian Museum and Cairo Tower.",29.9755201084484,31.141169396922,11.89
Pyramisa Suites Hotel Cairo,349,8.5,https://www.booking.com/hotel/eg/pyramisa-suites-casino-cairo.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCvZOB0AbAAgHSAiRhZTU2NGNkNC0yMjlhLTQ0OGQtODMwYS00YTM4ZGYzYmEyMzDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=b1e63f9e459208e3&srepoch=1778403779&all_sr_blocks=1603139_244505030_2_42_0&highlighted_blocks=1603139_244505030_2_42_0&matching_block_id=1603139_244505030_2_42_0&sr_pri_blocks=1603139_244505030_2_42_0__34923&from=searchresults,"Located in the Dokki district of central Cairo, Pyramisa Suites Hotel offers rooms with Nile River or city views. It has a full service spa and 2 outdoor pools.

Each spacious room at the Pyramisa Suites is fitted with air conditioning, TV, coffee & tea facilities and a mini-bar. The private bathroom comes with amenities and a hairdryer.

The Pyramisa Suites Hotel offers a choice of 4 restaurants, serving food ranging from classic Egyptian and Italian cuisine to Indian and Chinese specialty dishes. Also featured is an international buffet restaurant.

Dokki Metro Station, just 1640 feet from the Pyramisa, connects with 2 stops to Tahrir Square. The Egyptian Museum is a 5-minute drive from the hotel and the Giza Pyramids are 30 minutes by car away. | Couples in particular like the location – they rated it 9.1 for a two-person trip. | Distance in property description is calculated using © OpenStreetMap | We have an instant answer to most questions | Children over 11 are welcome. | To see correct prices and occupancy info, add the number and ages of children in your group to your search.",30.037768911178706,31.21864792996348,1.8
OWest Pyramids View Hotel,120,9.1,https://www.booking.com/hotel/eg/owest-pyramids-view.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCvZOB0AbAAgHSAiRhZTU2NGNkNC0yMjlhLTQ0OGQtODMwYS00YTM4ZGYzYmEyMzDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=b1e63f9e459208e3&srepoch=1778403779&all_sr_blocks=1570011703_428090124_2_41_0&highlighted_blocks=1570011703_428090124_2_41_0&matching_block_id=1570011703_428090124_2_41_0&sr_pri_blocks=1570011703_428090124_2_41_0__12000&from=searchresults,"Elegant Accommodations: OWest Pyramids View Hotel in Cairo offers a 5-star experience with a terrace, restaurant, bar, and free WiFi. Family rooms and a 24-hour front desk ensure comfort and convenience.

Dining Options: Guests can enjoy a variety of breakfast options, including continental, American, buffet, and full English/Irish. The family-friendly restaurant serves European, barbecue grill, and pizza cuisines in traditional and modern settings.

Prime Location: Located 8 minutes from the Great Sphinx and 1.1 mi from the Giza Pyramids, the hotel is 19 mi from Sphinx International Airport. Nearby attractions include the Grand Egyptian Museum and Cairo Tower.",29.9765295886451,31.1435602782728,11.65
Kemet Pyramids View Hotel,354,8.6,https://www.booking.com/hotel/eg/kemet-pyramids-view.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCvZOB0AbAAgHSAiRhZTU2NGNkNC0yMjlhLTQ0OGQtODMwYS00YTM4ZGYzYmEyMzDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=b1e63f9e459208e3&srepoch=1778403779&all_sr_blocks=1514489603_423177277_0_41_0&highlighted_blocks=1514489603_423177277_0_41_0&matching_block_id=1514489603_423177277_0_41_0&sr_pri_blocks=1514489603_423177277_0_41_0__35397&from=searchresults,"Elegant Accommodations: Kemet Pyramids View Hotel in Cairo offers a 4-star experience with a rooftop swimming pool, spa and wellness center, fitness center, sun terrace, open-air bath, restaurant, bar, and free WiFi.

Comfortable Amenities: Guests enjoy private check-in and check-out, a 24-hour front desk, concierge service, and a lounge. Additional facilities include a hot tub, yoga classes, fitness center, and outdoor fireplace.

Dining Options: The modern restaurant serves Mediterranean, Middle Eastern, pizza, seafood, international, and barbecue grill cuisines. Breakfast includes local specialties, fresh pastries, cheese, and fruits.

Prime Location: Located 1.7 mi from Giza Pyramids and 19 mi from Sphinx International Airport, the hotel is a 13-minute walk from the Great Sphinx and near attractions such as the Grand Egyptian Museum and Cairo Tower.",29.9750488501469,31.1449738510641,11.65
Hathor palace pyramids view,75,8.0,https://www.booking.com/hotel/eg/zaina-pyramids-view.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCvZOB0AbAAgHSAiRhZTU2NGNkNC0yMjlhLTQ0OGQtODMwYS00YTM4ZGYzYmEyMzDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=b1e63f9e459208e3&srepoch=1778403779&all_sr_blocks=1546722701_428044654_2_41_0&highlighted_blocks=1546722701_428044654_2_41_0&matching_block_id=1546722701_428044654_2_41_0&sr_pri_blocks=1546722701_428044654_2_41_0__7500&from=searchresults,"Comfortable Accommodations: Hathor palace pyramids view in Cairo offers family rooms with air-conditioning, balconies, and private bathrooms. Each room includes a work desk, free WiFi, and modern amenities.

Dining Experience: The hotel features a restaurant serving African, British, French, and Italian cuisines. Guests can enjoy continental, American, buffet, and full English breakfasts in a family-friendly, traditional, or romantic ambiance.

Leisure Facilities: The property offers a garden, terrace, and bar. Additional amenities include a swimming pool, fitness center, and free on-site private parking.

Prime Location: Located 3.7 mi from the Grand Egyptian Museum and 19 mi from Sphinx International Airport, the hotel is a short walk from the Great Sphinx and Giza Pyramids.",29.9737505002391,31.1415298720524,11.99
Mirage pyramids view hotel,143,8.7,https://www.booking.com/hotel/eg/mirage-pyramids-view.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCvZOB0AbAAgHSAiRhZTU2NGNkNC0yMjlhLTQ0OGQtODMwYS00YTM4ZGYzYmEyMzDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=b1e63f9e459208e3&srepoch=1778403779&all_sr_blocks=1306731103_403492816_0_41_0&highlighted_blocks=1306731103_403492816_0_41_0&matching_block_id=1306731103_403492816_0_41_0&sr_pri_blocks=1306731103_403492816_0_41_0__14305&from=searchresults,"Comfortable Accommodations: Mirage pyramids view hotel in Cairo offers family rooms with air-conditioning, private bathrooms, and garden or mountain views. Each room includes a work desk, TV, and free WiFi.

Dining and Leisure: Guests can enjoy a terrace, restaurant, bar, and coffee shop. The family-friendly restaurant serves African and American cuisines with halal, vegetarian, vegan, and gluten-free options. Live music, film nights, and walking tours enhance the stay.

Prime Location: Located 1.2 mi from the Great Sphinx and 18 mi from Cairo International Airport, the hotel is near attractions such as the Giza Pyramids and the Egyptian Museum. Guests appreciate the scenic views and proximity to key sites.",29.9839445865327,31.1477519709554,10.81
La Mira Pyramids View,100,9.8,https://www.booking.com/hotel/eg/la-mira-pyramids-view.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCvZOB0AbAAgHSAiRhZTU2NGNkNC0yMjlhLTQ0OGQtODMwYS00YTM4ZGYzYmEyMzDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=b1e63f9e459208e3&srepoch=1778403779&all_sr_blocks=1602127903_431159931_2_41_0&highlighted_blocks=1602127903_431159931_2_41_0&matching_block_id=1602127903_431159931_2_41_0&sr_pri_blocks=1602127903_431159931_2_41_0__10000&from=searchresults,"Comfortable Accommodations: La Mira Pyramids View in Cairo offers family rooms with air-conditioning, private bathrooms, and modern amenities. Each room includes a tea and coffee maker, mini-bar, and free WiFi.

Dining and Leisure: Guests can enjoy a sauna, restaurant, and bar. The family-friendly restaurant serves local cuisine with halal and kosher options. Additional facilities include a barbecue area and free on-site private parking.

Prime Location: Located 5 minutes from the Great Sphinx and 0.9 mi from the Giza Pyramids, the hotel is 19 mi from Sphinx International Airport. Nearby attractions include the Grand Egyptian Museum and Cairo Tower.",29.9759122767527,31.1410740646708,11.87
Secrets Of The Pyramids Hotel,135,8.0,https://www.booking.com/hotel/eg/secrets-of-the-pyramids.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCvZOB0AbAAgHSAiRhZTU2NGNkNC0yMjlhLTQ0OGQtODMwYS00YTM4ZGYzYmEyMzDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=b1e63f9e459208e3&srepoch=1778403779&all_sr_blocks=1480266702_419509185_0_42_0&highlighted_blocks=1480266702_419509185_0_42_0&matching_block_id=1480266702_419509185_0_42_0&sr_pri_blocks=1480266702_419509185_0_42_0__13500&from=searchresults,"Comfortable Accommodations: Secrets Of The Pyramids Hotel in Cairo offers family rooms with air-conditioning, private bathrooms, and garden or city views. Each room includes a work desk, TV, and free WiFi.

Dining and Leisure: Guests can enjoy a sun terrace, garden, restaurant, and bar. The family-friendly restaurant serves African, Catalan, and Italian cuisines, while the bar offers cocktails. Additional amenities include an outdoor fireplace, waterpark, and indoor play area.

Convenient Location: Located 19 mi from Sphinx International Airport, the hotel is an 8-minute walk from the Great Sphinx and 1 mi from the Giza Pyramids. Nearby attractions include Cairo Tower and The Egyptian Museum.",29.9774363818963,31.1406762833987,11.8
