Hotel Name,Price,Review Score (/10),Hotel URL,Description,Latitude,Longitude,Distance (km)
Nefertiti Hotel Luxor,190,8.5,https://www.booking.com/hotel/eg/nefertiti.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCr7_ZzwbAAgHSAiQxMGQxMDE1OS0wZmUyLTQ3NjctOTBkYy02YWRhNjc3NGEwMDDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=427b9097d417020c&srepoch=1777754035&all_sr_blocks=24397805_338394725_2_41_0&highlighted_blocks=24397805_338394725_2_41_0&matching_block_id=24397805_338394725_2_41_0&sr_pri_blocks=24397805_338394725_2_41_0__19044&from=searchresults,"Overlooking the ancient Luxor Temple, Nefertiti offers comfortable rooms with air conditioning and a private bathroom. Luxor’s train station is only a 10 minute walk away.

The rooms of Nefertiti enjoy a simple interior. Some of the rooms have a private balcony.

Nefertiti has a tour desk which offers Nile River cruises and several sightseeing trips in Luxor. It also has a convenient 24-hour front desk service.

A variety of drinks and Egyptian dishes are served on the rooftop terrace. Guests can also smoke a traditional Egyptian water pipe.

The hotel is only a 20 minute drive from Luxor International Airport. | Couples in particular like the location – they rated it 9.4 for a two-person trip. | Distance in property description is calculated using © OpenStreetMap | Children of all ages are welcome. | Children 13 and above will be charged as adults at this property. | To see correct prices and occupancy info, add the number and ages of children in your group to your search.",25.70140916779594,32.64196738600731,500.79
Steigenberger Resort Achti,305,8.8,https://www.booking.com/hotel/eg/sheraton-luxor-resort.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCr7_ZzwbAAgHSAiQxMGQxMDE1OS0wZmUyLTQ3NjctOTBkYy02YWRhNjc3NGEwMDDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=427b9097d417020c&srepoch=1777754035&all_sr_blocks=1613625_0_2_0_0&highlighted_blocks=1613625_0_2_0_0&matching_block_id=1613625_0_2_0_0&sr_pri_blocks=1613625_0_2_0_0__30545&from_sustainable_property_sr=1&from=searchresults,"Located on the banks of the River Nile, Steigenberger Resort Achti is an 8-acre luxury resort has lush tropical gardens.

All rooms and suites at the Steigenberger Resort Achti are air-conditioned and have elegant furnishings. Each room is equipped with satellite flat-screen TV, coffee and tea making facilities, safe, mini-bar and hairdryer. The rooms offer views ranging from the Nile, the gardens and surrounding countryside.

The 2 restaurants onsite are AlKarnak restaurant and terrace serving international cuisine and Niño’s Italian restaurant serving the Italian dishes and pizza. 3 bars are also available featuring a bar an terrace setting to poolside bars.

The 24 hours Room Service offering our guests the privacy to dine in their room.

The center of Luxor is located less than 1.9 mi from the hotel. It is 1.2 mi from Luxor Temple and Mummification Museum and 1.9 mi from Luxor Museum. Steigenberger Resort Achti is 7.5 mi from Luxor International Airport and it provides airport shuttle services upon request at a surcharge. | Couples in particular like the location – they rated it 9.2 for a two-person trip. | Distance in property description is calculated using © OpenStreetMap | We have an instant answer to most questions | Children of all ages are welcome. | Children 12 and above will be charged as adults at this property.",25.683380531580312,32.62751430273056,502.32
Hilton Luxor Resort & Spa,735,9.0,https://www.booking.com/hotel/eg/hilton-luxor-resort-spa.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCr7_ZzwbAAgHSAiQxMGQxMDE1OS0wZmUyLTQ3NjctOTBkYy02YWRhNjc3NGEwMDDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=427b9097d417020c&srepoch=1777754035&all_sr_blocks=4773001_266271867_2_33_0&highlighted_blocks=4773001_266271867_2_33_0&matching_block_id=4773001_266271867_2_33_0&sr_pri_blocks=4773001_266271867_2_33_0__73525&from_sustainable_property_sr=1&from=searchresults,"Nestled on the banks of the Nile, Hilton Luxor Resort & Spa offers stylish rooms with uninterrupted views from the water’s edge, luxurious spa facilities and stunning infinity pools.

Guests can enjoy the tranquil environment and attentive service at Hilton Luxor Resort. Guests may choose from classic Hilton rooms to upgraded suites with Nile views.

Holistic treatments are available at the Spa. The Resort also offers 2 beautiful infinity pools and  cabana hammocks beside the Nile.

The resort features 7 elegant bars and restaurants, serving a variety of international cuisines.

Guests can explore the rich culture of this ancient region of Egypt.

Important Information> 
-Bookings on December 24 and December 31, 2025, include mandatory gala dinners. 
-The child (6-12 years old) supplement cost after 50% discount is $63 on Dec. 24 and $128 on Dec. 31. 
-Hilton redemption booking is not included.

Biohacking Spa Experience has been added to the Superior Spa Suite: advanced detoxifying steam treatment system bed and innovated touchless vibroacoustic & sound experience. | Couples in particular like the location – they rated it 9.4 for a two-person trip. | Distance in property description is calculated using © OpenStreetMap | Children of all ages are welcome. | Children 13 and above will be charged as adults at this property. | To see correct prices and occupancy info, add the number and ages of children in your group to your search.",25.730004297652176,32.65572980046272,498.12
S S Luxor Hotel,178,8.1,https://www.booking.com/hotel/eg/s-s-luxor.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCr7_ZzwbAAgHSAiQxMGQxMDE1OS0wZmUyLTQ3NjctOTBkYy02YWRhNjc3NGEwMDDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=427b9097d417020c&srepoch=1777754035&all_sr_blocks=1491671303_420820992_0_1_0&highlighted_blocks=1491671303_420820992_0_1_0&matching_block_id=1491671303_420820992_0_1_0&sr_pri_blocks=1491671303_420820992_0_1_0__17820&from=searchresults,"Comfortable Accommodations: S S Luxor Hotel in Luxor offers comfortable rooms with air-conditioning, private bathrooms, and modern amenities. Each room includes a tea and coffee maker, mini-bar, and free WiFi, ensuring a pleasant stay.

Leisure Facilities: Guests can relax on the sun terrace, enjoy the year-round outdoor swimming pool, and unwind at the bar. Additional facilities include an outdoor fireplace, outdoor seating area, and a 24-hour front desk.

Convenient Location: Located 5 mi from Luxor International Airport, the hotel is a short walk from Luxor Train Station and Luxor Temple. Nearby attractions include Luxor Museum (0.9 mi) and Karnak Temple (2.1 mi).",25.7015793507106,32.6420422009917,500.77
Sonesta St. George Hotel - Convention Center,447,9.1,https://www.booking.com/hotel/eg/sonesta-st-george-luxor.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCr7_ZzwbAAgHSAiQxMGQxMDE1OS0wZmUyLTQ3NjctOTBkYy02YWRhNjc3NGEwMDDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=427b9097d417020c&srepoch=1777754035&all_sr_blocks=24263803_88786680_2_41_0_371437&highlighted_blocks=24263803_88786680_2_41_0_371437&matching_block_id=24263803_88786680_2_41_0_371437&sr_pri_blocks=24263803_88786680_2_41_0_371437_44712&from=searchresults,"Located in the heart of Luxor with stunning Nile views, Sonesta St. George Hotel Luxor offers contemporary accommodations, free Wi-Fi, a serene health spa, and a fine dining restaurant.

With its central location, guests have easy access to Luxor's temples and tourist attractions.

Luxor Station is 1.2 mi away, and the hotel is a short drive from shops and restaurants.

Luxor Temple and Luxor Museum are nearby, and Luxor International Airport is just 6.2 mi away.

The hotel's elegantly furnished rooms provide city or river views, and guests can relax in the sauna or enjoy the outdoor pool. The restaurant offers a variety of local and international dishes for a satisfying dining experience. | Couples in particular like the location – they rated it 9.4 for a two-person trip. | Distance in property description is calculated using © OpenStreetMap | Children of all ages are welcome. | Children 12 and above will be charged as adults at this property. | To see correct prices and occupancy info, add the number and ages of children in your group to your search.",25.688188273612194,32.632080763578415,501.93
Yasmine Guest House,79,9.0,https://www.booking.com/hotel/eg/yasmine-guest-house.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCr7_ZzwbAAgHSAiQxMGQxMDE1OS0wZmUyLTQ3NjctOTBkYy02YWRhNjc3NGEwMDDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=427b9097d417020c&srepoch=1777754035&all_sr_blocks=1118850901_384711855_2_1_0&highlighted_blocks=1118850901_384711855_2_1_0&matching_block_id=1118850901_384711855_2_1_0&sr_pri_blocks=1118850901_384711855_2_1_0__7866&from=searchresults,"Comfortable Accommodations: Yasmine Guest House in Luxor offers private bathrooms with air-conditioning, free WiFi, and free on-site parking. Each room includes a tea and coffee maker, refrigerator, free toiletries, shower, TV, electric kettle, and wardrobe.

Relaxing Facilities: Guests can enjoy a terrace and swimming pool, perfect for relaxation. The property provides free WiFi throughout, ensuring connectivity during the stay.

Convenient Location: Located 16 mi from Luxor International Airport, the guest house is close to attractions such as the Colossi of Memnon (2.4 mi), Medinet Habu Temple (3 mi), and Luxor Temple (13 mi). Highly rated for its swimming pool, attentive staff, and tour service.",25.700835246237,32.630646795335,500.55
Pyramisa Hotel Luxor,347,7.9,https://www.booking.com/hotel/eg/pyramisa-isis-suites-luxor.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCr7_ZzwbAAgHSAiQxMGQxMDE1OS0wZmUyLTQ3NjctOTBkYy02YWRhNjc3NGEwMDDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=427b9097d417020c&srepoch=1777754035&all_sr_blocks=1603229_264081820_0_34_0&highlighted_blocks=1603229_264081820_0_34_0&matching_block_id=1603229_264081820_0_34_0&sr_pri_blocks=1603229_264081820_0_34_0__34736&from=searchresults,"On the banks of the Nile, this resort offers air conditioned rooms with views of the river, tropical grounds, or outdoor pools. It is located in the center of Luxor and half a mile from Luxor Temple.

A satellite/cable TV and a minibar are in Pyramisa’s spacious rooms. Each comes with a sitting area, and a private bathroom with bathtub and shower.

International buffet meals, including breakfast, are served daily at Lotus Restaurant. Isis Hotel has a barbecue terrace, and a Chinese and an Italian themed restaurant. In the evening, there is live entertainment in the bar.

Various beauty treatments are available at the salon. Guests can also work out at the gym or play a game of racquetball.

Pyramisa Hotel Luxor is 6 miles from Luxor Airport, and the staff can arrange a shuttle. | Couples in particular like the location – they rated it 8.9 for a two-person trip. | Distance in property description is calculated using © OpenStreetMap | We have an instant answer to most questions | Children of all ages are welcome. | To see correct prices and occupancy info, add the number and ages of children in your group to your search.",25.686895109185684,32.629865258932114,502.01
KR Hotel,142,9.1,https://www.booking.com/hotel/eg/kr.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCr7_ZzwbAAgHSAiQxMGQxMDE1OS0wZmUyLTQ3NjctOTBkYy02YWRhNjc3NGEwMDDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=427b9097d417020c&srepoch=1777754035&all_sr_blocks=1396203606_428269126_2_1_0&highlighted_blocks=1396203606_428269126_2_1_0&matching_block_id=1396203606_428269126_2_1_0&sr_pri_blocks=1396203606_428269126_2_1_0__14200&from=searchresults,"Elegant Accommodations: KR Hotel in Luxor offers a 4-star experience with a swimming pool with a view, a lush garden, and a terrace. Guests enjoy free WiFi, an indoor pool, and a modern restaurant serving halal cuisine.

Comfortable Amenities: The hotel features family rooms, a 24-hour front desk, and full-day security. Additional facilities include a bar, bicycle parking, and room service. Pets are welcome, and air-conditioning, balconies, and private bathrooms ensure a pleasant stay.

Dining Options: The family-friendly restaurant serves brunch, lunch, dinner, and high tea. Guests can enjoy barbecue grill dishes in a relaxed setting. Breakfast is available à la carte, and the bar offers a variety of beverages.

Prime Location: Located 1.7 mi from the Colossi of Memnon and 11 mi from Luxor International Airport, the hotel is close to attractions such as the Valley of the Kings and Luxor Temple.",25.7079262744841,32.6309571433472,499.8
Iberotel Luxor by JAZ,319,8.4,https://www.booking.com/hotel/eg/iberotel-luxor.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCr7_ZzwbAAgHSAiQxMGQxMDE1OS0wZmUyLTQ3NjctOTBkYy02YWRhNjc3NGEwMDDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=427b9097d417020c&srepoch=1777754035&all_sr_blocks=1605509_0_2_1_0&highlighted_blocks=1605509_0_2_1_0&matching_block_id=1605509_0_2_1_0&sr_pri_blocks=1605509_0_2_1_0__31945&from_sustainable_property_sr=1&from=searchresults,"A heated pool floating on the Nile is one of the most unique features of this 4-star hotel. Overlooking the Theben Hills, Iberotel Luxor also offers a restaurant boat and rooms with private balconies.

The generous breakfast includes cereals, yogurt, omelets, grilled vegetables and fresh Danish pastries. Guests can savor Egyptian, Mediterranean and Asian cuisine, while enjoying views of the Nile.

The spacious rooms at Iberotel Luxor come with satellite TV and mini-bars. Each is air conditioned and has a safety deposit box.

Centrally located in Luxor, the hotel is positioned directly on the Nile and just 10 minutes' walk from the Luxor Temple. Luxor Airport is 20 minutes' drive away.

There are many historical sites to see and explore the world’s largest Luxor open-air museum. Guests can ask the concierge to assist them with recommendations and bookings. Guests can also enjoy romantic cruises down the River Nile, which can be arranged upon request in an added charge. | Couples in particular like the location – they rated it 9.4 for a two-person trip. | Distance in property description is calculated using © OpenStreetMap | Children of all ages are welcome. | Children 12 and above will be charged as adults at this property. | To see correct prices and occupancy info, add the number and ages of children in your group to your search.",25.694467777125418,32.634234577417374,501.32
Aracan Eatabe Luxor Hotel,192,8.5,https://www.booking.com/hotel/eg/el-luxor.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCr7_ZzwbAAgHSAiQxMGQxMDE1OS0wZmUyLTQ3NjctOTBkYy02YWRhNjc3NGEwMDDYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=427b9097d417020c&srepoch=1777754035&all_sr_blocks=17277229_0_2_0_0&highlighted_blocks=17277229_0_2_0_0&matching_block_id=17277229_0_2_0_0&sr_pri_blocks=17277229_0_2_0_0__19195&from=searchresults,"Centrally located in Luxor, between Luxor Temple and Museum, this 4-star hotel is surrounded by garden and it features an outdoor pool with sun lounger deck, a poolside bar and 4 restaurants. The property offers free WiFi at the lobby and free WiFi inside the rooms as well.

Aracan Eatabe Luxor Hotel provides rooms that are comfortably furnished, include LCD TVs and offer views of the hotel’s garden or the Nile.

Guests can enjoy rich breakfast, lunch, and dinner either indoors in a light-filled restaurant or outdoors by the pool.

Aracan Eatabe Luxor Hotel is 4.3 mi from Luxor International Airport. | Couples in particular like the location – they rated it 9.6 for a two-person trip. | Distance in property description is calculated using © OpenStreetMap | Children of all ages are welcome. | Children 12 and above will be charged as adults at this property. | To see correct prices and occupancy info, add the number and ages of children in your group to your search.",25.705051302467393,32.64250785112381,500.42
